Date,SettlementPointPrice
2018-08-24 05:00:00,16.51
2018-08-24 05:15:00,16.97
2018-08-24 05:30:00,17.21
2018-08-24 05:45:00,17.54
2018-08-24 06:00:00,17.87
2018-08-24 06:15:00,18.29
2018-08-24 06:30:00,18.64
2018-08-24 06:45:00,18.76
2018-08-24 07:00:00,18.7
2018-08-24 07:15:00,18.45
2018-08-24 07:30:00,18.45
2018-08-24 07:45:00,18.44
2018-08-24 08:00:00,18.73
2018-08-24 08:15:00,19.05
2018-08-24 08:30:00,19.47
2018-08-24 08:45:00,19.44
2018-08-24 09:00:00,19.16
2018-08-24 09:15:00,19.12
2018-08-24 09:30:00,19.03
2018-08-24 09:45:00,19.57
2018-08-24 10:00:00,20.19
2018-08-24 10:15:00,19.79
2018-08-24 10:30:00,19.92
2018-08-24 10:45:00,20.17
2018-08-24 11:00:00,20.6
2018-08-24 11:15:00,21.96
2018-08-24 11:30:00,22.92
2018-08-24 11:45:00,24.07
2018-08-24 12:00:00,26.4
2018-08-24 12:15:00,27.16
2018-08-24 12:30:00,27.45
2018-08-24 12:45:00,28.86
2018-08-24 13:00:00,30.08
2018-08-24 13:15:00,30.09
2018-08-24 13:30:00,32.86
2018-08-24 13:45:00,34.83
2018-08-24 14:00:00,36.38
2018-08-24 14:15:00,38.82
2018-08-24 14:30:00,40.04
2018-08-24 14:45:00,41.16
2018-08-24 15:00:00,50.05
2018-08-24 15:15:00,52.12
2018-08-24 15:30:00,54.87
2018-08-24 15:45:00,114.83
2018-08-24 16:00:00,79.55
2018-08-24 16:15:00,69.74
2018-08-24 16:30:00,77.38
2018-08-24 16:45:00,74.7
2018-08-24 17:00:00,60.84
2018-08-24 17:15:00,56.44
2018-08-24 17:30:00,56.06
2018-08-24 17:45:00,52.96
2018-08-24 18:00:00,47.3
2018-08-24 18:15:00,43.33
2018-08-24 18:30:00,42.17
2018-08-24 18:45:00,40.78
2018-08-24 19:00:00,33.97
2018-08-24 19:15:00,41.47
2018-08-24 19:30:00,34.69
2018-08-24 19:45:00,31.85
2018-08-24 20:00:00,32.09
2018-08-24 20:15:00,32.4
2018-08-24 20:30:00,32.32
2018-08-24 20:45:00,30.48
2018-08-24 21:00:00,29.75
2018-08-24 21:15:00,28.4
2018-08-24 21:30:00,26.23
2018-08-24 21:45:00,24.45
2018-08-24 22:00:00,22.4
2018-08-24 22:15:00,21.79
2018-08-24 22:30:00,21.61
2018-08-24 22:45:00,20.86
2018-08-24 23:00:00,20.2
2018-08-24 23:15:00,19.92
2018-08-24 23:30:00,19.66
2018-08-24 23:45:00,19.57
2018-08-25 00:00:00,19.38
2018-08-25 00:15:00,19.49
2018-08-25 00:30:00,19.66
2018-08-25 00:45:00,19.47
2018-08-25 01:00:00,19.22
2018-08-25 01:15:00,19.15
2018-08-25 01:30:00,19.0
2018-08-25 01:45:00,18.68
2018-08-25 02:00:00,18.47
2018-08-25 02:15:00,18.59
2018-08-25 02:30:00,18.41
2018-08-25 02:45:00,18.21
2018-08-25 03:00:00,17.94
2018-08-25 03:15:00,17.81
2018-08-25 03:30:00,17.64
2018-08-25 03:45:00,17.37
2018-08-25 04:00:00,17.15
2018-08-25 04:15:00,17.2
2018-08-25 04:30:00,17.04
2018-08-25 04:45:00,17.02
2018-08-25 05:00:00,17.04
2018-08-25 05:15:00,17.07
2018-08-25 05:30:00,17.14
2018-08-25 05:45:00,17.12
2018-08-25 06:00:00,16.94
2018-08-25 06:15:00,17.06
2018-08-25 06:30:00,17.1
2018-08-25 06:45:00,17.12
2018-08-25 07:00:00,17.14
2018-08-25 07:15:00,17.12
2018-08-25 07:30:00,17.34
2018-08-25 07:45:00,17.67
2018-08-25 08:00:00,17.76
2018-08-25 08:15:00,18.14
2018-08-25 08:30:00,18.75
2018-08-25 08:45:00,19.15
2018-08-25 09:00:00,19.15
2018-08-25 09:15:00,19.21
2018-08-25 09:30:00,19.27
2018-08-25 09:45:00,19.36
2018-08-25 10:00:00,19.22
2018-08-25 10:15:00,19.56
2018-08-25 10:30:00,19.93
2018-08-25 10:45:00,20.66
2018-08-25 11:00:00,20.38
2018-08-25 11:15:00,20.96
2018-08-25 11:30:00,24.76
2018-08-25 11:45:00,26.57
2018-08-25 12:00:00,27.79
2018-08-25 12:15:00,27.47
2018-08-25 12:30:00,28.35
2018-08-25 12:45:00,30.72
2018-08-25 13:00:00,33.42
2018-08-25 13:15:00,31.92
2018-08-25 13:30:00,32.83
2018-08-25 13:45:00,34.13
2018-08-25 14:00:00,34.24
2018-08-25 14:15:00,35.13
2018-08-25 14:30:00,35.75
2018-08-25 14:45:00,35.86
2018-08-25 15:00:00,36.15
2018-08-25 15:15:00,36.2
2018-08-25 15:30:00,36.55
2018-08-25 15:45:00,37.85
2018-08-25 16:00:00,38.24
2018-08-25 16:15:00,38.07
2018-08-25 16:30:00,36.44
2018-08-25 16:45:00,36.0
2018-08-25 17:00:00,35.64
2018-08-25 17:15:00,35.46
2018-08-25 17:30:00,33.27
2018-08-25 17:45:00,32.52
2018-08-25 18:00:00,31.19
2018-08-25 18:15:00,30.27
2018-08-25 18:30:00,29.77
2018-08-25 18:45:00,29.28
2018-08-25 19:00:00,28.94
2018-08-25 19:15:00,29.68
2018-08-25 19:30:00,29.04
2018-08-25 19:45:00,28.78
2018-08-25 20:00:00,29.01
2018-08-25 20:15:00,29.51
2018-08-25 20:30:00,29.99
2018-08-25 20:45:00,29.49
2018-08-25 21:00:00,28.46
2018-08-25 21:15:00,27.04
2018-08-25 21:30:00,25.46
2018-08-25 21:45:00,23.43
2018-08-25 22:00:00,21.54
2018-08-25 22:15:00,21.66
2018-08-25 22:30:00,22.33
2018-08-25 22:45:00,21.06
2018-08-25 23:00:00,20.19
2018-08-25 23:15:00,20.42
2018-08-25 23:30:00,20.44
2018-08-25 23:45:00,20.14
2018-08-26 00:00:00,19.76
2018-08-26 00:15:00,20.32
2018-08-26 00:30:00,20.84
2018-08-26 00:45:00,20.53
2018-08-26 01:00:00,20.09
2018-08-26 01:15:00,19.74
2018-08-26 01:30:00,19.63
2018-08-26 01:45:00,19.56
2018-08-26 02:00:00,19.5
2018-08-26 02:15:00,19.44
2018-08-26 02:30:00,19.26
2018-08-26 02:45:00,19.12
2018-08-26 03:00:00,18.91
2018-08-26 03:15:00,18.72
2018-08-26 03:30:00,18.47
2018-08-26 03:45:00,18.23
2018-08-26 04:00:00,18.06
2018-08-26 04:15:00,18.07
2018-08-26 04:30:00,17.94
2018-08-26 04:45:00,17.87
2018-08-26 05:00:00,17.77
2018-08-26 05:15:00,17.83
2018-08-26 05:30:00,17.71
2018-08-26 05:45:00,17.53
2018-08-26 06:00:00,17.5
2018-08-26 06:15:00,17.21
2018-08-26 06:30:00,17.09
2018-08-26 06:45:00,17.1
2018-08-26 07:00:00,16.74
2018-08-26 07:15:00,16.46
2018-08-26 07:30:00,16.33
2018-08-26 07:45:00,16.64
2018-08-26 08:00:00,17.3
2018-08-26 08:15:00,18.06
2018-08-26 08:30:00,18.44
2018-08-26 08:45:00,18.81
2018-08-26 09:00:00,18.26
2018-08-26 09:15:00,17.96
2018-08-26 09:30:00,18.09
2018-08-26 09:45:00,18.2
2018-08-26 10:00:00,17.92
2018-08-26 10:15:00,18.19
2018-08-26 10:30:00,18.84
2018-08-26 10:45:00,19.3
2018-08-26 11:00:00,19.68
2018-08-26 11:15:00,23.06
2018-08-26 11:30:00,23.45
2018-08-26 11:45:00,23.87
2018-08-26 12:00:00,23.97
2018-08-26 12:15:00,23.47
2018-08-26 12:30:00,23.39
2018-08-26 12:45:00,24.71
2018-08-26 13:00:00,27.26
2018-08-26 13:15:00,28.61
2018-08-26 13:30:00,29.01
2018-08-26 13:45:00,29.51
2018-08-26 14:00:00,29.86
2018-08-26 14:15:00,30.22
2018-08-26 14:30:00,31.48
2018-08-26 14:45:00,31.62
2018-08-26 15:00:00,32.45
2018-08-26 15:15:00,32.6
2018-08-26 15:30:00,33.39
2018-08-26 15:45:00,33.1
2018-08-26 16:00:00,32.97
2018-08-26 16:15:00,33.08
2018-08-26 16:30:00,32.88
2018-08-26 16:45:00,34.89
2018-08-26 17:00:00,33.62
2018-08-26 17:15:00,33.91
2018-08-26 17:30:00,33.58
2018-08-26 17:45:00,32.64
2018-08-26 18:00:00,32.43
2018-08-26 18:15:00,31.84
2018-08-26 18:30:00,30.98
2018-08-26 18:45:00,30.37
2018-08-26 19:00:00,29.97
2018-08-26 19:15:00,30.05
2018-08-26 19:30:00,29.8
2018-08-26 19:45:00,29.45
2018-08-26 20:00:00,29.42
2018-08-26 20:15:00,29.74
2018-08-26 20:30:00,30.18
2018-08-26 20:45:00,29.14
2018-08-26 21:00:00,26.53
2018-08-26 21:15:00,23.58
2018-08-26 21:30:00,21.14
2018-08-26 21:45:00,20.48
2018-08-26 22:00:00,20.21
2018-08-26 22:15:00,20.32
2018-08-26 22:30:00,20.2
2018-08-26 22:45:00,19.89
2018-08-26 23:00:00,19.72
2018-08-26 23:15:00,19.58
2018-08-26 23:30:00,19.35
2018-08-26 23:45:00,18.81
2018-08-27 00:00:00,18.11
2018-08-27 00:15:00,18.9
2018-08-27 00:30:00,18.86
2018-08-27 00:45:00,17.94
2018-08-27 01:00:00,17.74
2018-08-27 01:15:00,17.66
2018-08-27 01:30:00,17.55
2018-08-27 01:45:00,17.5
2018-08-27 02:00:00,17.43
2018-08-27 02:15:00,17.4
2018-08-27 02:30:00,17.18
2018-08-27 02:45:00,16.91
2018-08-27 03:00:00,16.78
2018-08-27 03:15:00,16.29
2018-08-27 03:30:00,16.26
2018-08-27 03:45:00,16.05
2018-08-27 04:00:00,16.68
2018-08-27 04:15:00,16.79
2018-08-27 04:30:00,16.76
2018-08-27 04:45:00,16.97
2018-08-27 05:00:00,17.07
2018-08-27 05:15:00,17.32
2018-08-27 05:30:00,17.79
2018-08-27 05:45:00,17.98
2018-08-27 06:00:00,18.25
2018-08-27 06:15:00,18.61
2018-08-27 06:30:00,19.03
2018-08-27 06:45:00,19.18
2018-08-27 07:00:00,19.06
2018-08-27 07:15:00,18.84
2018-08-27 07:30:00,18.74
2018-08-27 07:45:00,18.79
2018-08-27 08:00:00,18.78
2018-08-27 08:15:00,18.62
2018-08-27 08:30:00,18.76
2018-08-27 08:45:00,18.83
2018-08-27 09:00:00,18.72
2018-08-27 09:15:00,18.84
2018-08-27 09:30:00,18.66
2018-08-27 09:45:00,18.95
2018-08-27 10:00:00,19.18
2018-08-27 10:15:00,19.7
2018-08-27 10:30:00,20.04
2018-08-27 10:45:00,22.91
2018-08-27 11:00:00,24.28
2018-08-27 11:15:00,22.75
2018-08-27 11:30:00,23.55
2018-08-27 11:45:00,22.26
2018-08-27 12:00:00,24.97
2018-08-27 12:15:00,26.9
2018-08-27 12:30:00,29.68
2018-08-27 12:45:00,30.19
2018-08-27 13:00:00,30.69
2018-08-27 13:15:00,32.3
2018-08-27 13:30:00,34.0
2018-08-27 13:45:00,34.01
2018-08-27 14:00:00,36.06
