Date,SettlementPointPrice
2018-08-24 05:00:00,17.13
2018-08-24 05:15:00,17.61
2018-08-24 05:30:00,17.85
2018-08-24 05:45:00,18.19
2018-08-24 06:00:00,18.53
2018-08-24 06:15:00,18.98
2018-08-24 06:30:00,19.34
2018-08-24 06:45:00,19.46
2018-08-24 07:00:00,19.4
2018-08-24 07:15:00,19.14
2018-08-24 07:30:00,19.16
2018-08-24 07:45:00,19.14
2018-08-24 08:00:00,19.41
2018-08-24 08:15:00,19.68
2018-08-24 08:30:00,19.55
2018-08-24 08:45:00,19.52
2018-08-24 09:00:00,19.28
2018-08-24 09:15:00,19.27
2018-08-24 09:30:00,19.21
2018-08-24 09:45:00,18.48
2018-08-24 10:00:00,18.37
2018-08-24 10:15:00,18.95
2018-08-24 10:30:00,19.67
2018-08-24 10:45:00,19.94
2018-08-24 11:00:00,20.43
2018-08-24 11:15:00,20.91
2018-08-24 11:30:00,22.6
2018-08-24 11:45:00,24.15
2018-08-24 12:00:00,26.18
2018-08-24 12:15:00,27.4
2018-08-24 12:30:00,27.61
2018-08-24 12:45:00,28.9
2018-08-24 13:00:00,30.07
2018-08-24 13:15:00,30.04
2018-08-24 13:30:00,32.77
2018-08-24 13:45:00,34.8
2018-08-24 14:00:00,36.36
2018-08-24 14:15:00,38.79
2018-08-24 14:30:00,40.01
2018-08-24 14:45:00,41.07
2018-08-24 15:00:00,50.07
2018-08-24 15:15:00,52.44
2018-08-24 15:30:00,55.22
2018-08-24 15:45:00,115.51
2018-08-24 16:00:00,79.92
2018-08-24 16:15:00,70.07
2018-08-24 16:30:00,77.76
2018-08-24 16:45:00,75.19
2018-08-24 17:00:00,61.26
2018-08-24 17:15:00,56.86
2018-08-24 17:30:00,56.47
2018-08-24 17:45:00,53.36
2018-08-24 18:00:00,47.65
2018-08-24 18:15:00,43.7
2018-08-24 18:30:00,42.47
2018-08-24 18:45:00,41.07
2018-08-24 19:00:00,34.22
2018-08-24 19:15:00,41.72
2018-08-24 19:30:00,34.95
2018-08-24 19:45:00,31.95
2018-08-24 20:00:00,32.32
2018-08-24 20:15:00,32.63
