Date,SettlementPointPrice
2018-08-24 05:00:00,17.71
2018-08-24 05:15:00,18.19
2018-08-24 05:30:00,18.44
2018-08-24 05:45:00,18.78
2018-08-24 06:00:00,19.13
2018-08-24 06:15:00,19.58
2018-08-24 06:30:00,19.95
2018-08-24 06:45:00,20.07
2018-08-24 07:00:00,20.01
2018-08-24 07:15:00,19.74
2018-08-24 07:30:00,19.76
2018-08-24 07:45:00,19.76
2018-08-24 08:00:00,19.96
2018-08-24 08:15:00,20.08
2018-08-24 08:30:00,19.76
2018-08-24 08:45:00,19.75
2018-08-24 09:00:00,19.63
2018-08-24 09:15:00,19.73
2018-08-24 09:30:00,19.79
2018-08-24 09:45:00,19.33
2018-08-24 10:00:00,19.4
2018-08-24 10:15:00,20.15
2018-08-24 10:30:00,20.67
2018-08-24 10:45:00,20.87
2018-08-24 11:00:00,21.5
2018-08-24 11:15:00,22.28
2018-08-24 11:30:00,24.34
2018-08-24 11:45:00,26.05
2018-08-24 12:00:00,27.87
2018-08-24 12:15:00,29.48
2018-08-24 12:30:00,29.15
2018-08-24 12:45:00,29.84
2018-08-24 13:00:00,30.78
2018-08-24 13:15:00,30.57
2018-08-24 13:30:00,32.77
2018-08-24 13:45:00,34.79
2018-08-24 14:00:00,36.34
2018-08-24 14:15:00,38.77
2018-08-24 14:30:00,39.98
2018-08-24 14:45:00,41.05
2018-08-24 15:00:00,49.31
2018-08-24 15:15:00,50.29
2018-08-24 15:30:00,52.96
2018-08-24 15:45:00,111.65
2018-08-24 16:00:00,77.01
2018-08-24 16:15:00,67.4
2018-08-24 16:30:00,74.93
2018-08-24 16:45:00,72.35
2018-08-24 17:00:00,58.87
2018-08-24 17:15:00,54.52
2018-08-24 17:30:00,54.14
2018-08-24 17:45:00,51.08
2018-08-24 18:00:00,45.51
2018-08-24 18:15:00,41.66
2018-08-24 18:30:00,40.46
2018-08-24 18:45:00,39.21
2018-08-24 19:00:00,32.61
2018-08-24 19:15:00,40.47
2018-08-24 19:30:00,33.6
2018-08-24 19:45:00,32.04
2018-08-24 20:00:00,32.1
2018-08-24 20:15:00,32.41
2018-08-24 20:30:00,32.35
2018-08-24 20:45:00,30.61
2018-08-24 21:00:00,29.89
2018-08-24 21:15:00,28.61
2018-08-24 21:30:00,26.32
2018-08-24 21:45:00,24.45
2018-08-24 22:00:00,23.02
2018-08-24 22:15:00,22.68
2018-08-24 22:30:00,22.5
2018-08-24 22:45:00,21.73
2018-08-24 23:00:00,21.06
2018-08-24 23:15:00,20.78
2018-08-24 23:30:00,20.52
2018-08-24 23:45:00,20.43
2018-08-25 00:00:00,20.23
2018-08-25 00:15:00,20.33
2018-08-25 00:30:00,20.51
2018-08-25 00:45:00,20.32
2018-08-25 01:00:00,20.06
2018-08-25 01:15:00,19.99
2018-08-25 01:30:00,19.84
2018-08-25 01:45:00,19.53
2018-08-25 02:00:00,19.3
2018-08-25 02:15:00,19.43
2018-08-25 02:30:00,19.23
2018-08-25 02:45:00,19.03
2018-08-25 03:00:00,18.74
2018-08-25 03:15:00,18.61
2018-08-25 03:30:00,18.44
2018-08-25 03:45:00,18.26
2018-08-25 04:00:00,18.14
2018-08-25 04:15:00,18.19
2018-08-25 04:30:00,18.02
2018-08-25 04:45:00,18.01
2018-08-25 05:00:00,18.02
2018-08-25 05:15:00,18.05
2018-08-25 05:30:00,18.12
2018-08-25 05:45:00,18.11
2018-08-25 06:00:00,17.93
2018-08-25 06:15:00,18.04
2018-08-25 06:30:00,18.08
2018-08-25 06:45:00,18.11
2018-08-25 07:00:00,18.13
2018-08-25 07:15:00,18.11
2018-08-25 07:30:00,18.33
2018-08-25 07:45:00,18.64
2018-08-25 08:00:00,18.73
2018-08-25 08:15:00,19.0
2018-08-25 08:30:00,19.58
2018-08-25 08:45:00,19.98
2018-08-25 09:00:00,20.08
2018-08-25 09:15:00,20.13
2018-08-25 09:30:00,20.1
2018-08-25 09:45:00,20.33
